max_in_size,min_in_size,max_out_size,min_out_size,mean_in_size,mean_out_size
-24,-1428,513,24,-1391.1566265060242,114.46987951807229
-24,-1428,513,24,-420.6896551724138,42.21621621621622
-24,-1428,513,24,-832.8695652173913,76.35135135135135
-24,-1364,404,24,-418.5,46.67901234567901
-24,-1364,404,24,-195.66666666666666,35.44
-24,-1428,513,24,-864.6216216216217,64.86607142857143
-24,-1364,404,24,-417.09090909090907,38.88
-24,-1428,513,24,-1033.2344827586207,100.80254777070064
-24,-1428,513,24,-786.775,74.52941176470588
-24,-1364,404,24,-209.6,31.173553719008265
-24,-1428,404,24,-403.5833333333333,45.84848484848485
-24,-1364,404,24,-246.36363636363637,30.74561403508772
-24,-1428,513,24,-1357.4823091247672,108.51470588235294
-31,-1364,404,24,-192.55555555555554,36.25555555555555
-24,-1364,404,24,-197.5,35.714285714285715
-24,-1428,513,24,-826.3617021276596,83.25217391304348
-24,-1363,404,24,-164.9,38.11864406779661
