max_in_size,min_in_size,max_out_size,min_out_size,mean_in_size,mean_out_size
-3,-1298,1298,32,-1270.4008230452675,872.1149425287356
-3,-1298,1298,90,-1281.2530413625304,1023.0263157894736
-3,-1298,1298,90,-1284.3168557536467,969.9605263157895
-3,-1298,1298,238,-1274.7767929089443,909.3690476190476
-3,-1298,1298,3,-1277.670265780731,900.1294117647059
-27,-1298,1298,119,-1276.5095541401274,908.7469879518072
-3,-1298,1298,61,-1265.144694533762,829.8623853211009
-3,-1298,1298,119,-1285.169635284139,1017.8529411764706
-9,-1448,1298,33,-1282.6644295302012,979.5769230769231
-3,-1298,1298,3,-1269.723063973064,921.9662921348314
-35,-1298,1298,90,-1287.3010577705452,1035.7702702702702
-3,-1298,1298,61,-1282.5170357751279,972.6184210526316
-15,-1298,1298,90,-1290.1136363636363,956.5263157894736
-6,-1298,1298,61,-1285.5598047192839,1030.7733333333333
-3,-1298,1298,3,-1272.4357723577236,944.2588235294118
-106,-1298,1298,26,-1276.1152263374486,927.1910112359551
-90,-1298,1298,61,-1281.639024390244,978.0975609756098
-73,-1298,1298,302,-1283.7259574468085,1029.0144927536232
-3,-1298,1298,90,-1278.3608074011775,998.8266666666667
-3,-1298,1298,95,-1274.0652892561984,901.3473684210526
-3,-1298,1298,61,-1272.742285237698,881.0425531914893
-3,-1298,1298,32,-1274.4971098265896,790.2978723404256
-3,-1298,1298,90,-1279.4945054945056,945.0361445783133
-3,-1298,1298,61,-1281.736798679868,988.4459459459459
-229,-1298,1298,119,-1286.7421746293246,1051.5428571428572
-3,-1298,1298,61,-1278.967032967033,905.6410256410256
-9,-1298,1298,61,-1279.420208500401,866.6796116504854
-3,-1298,1298,32,-1277.9332220367278,906.9113924050633
-3,-1298,1298,61,-1267.0,881.39
-57,-1298,1298,90,-1277.408507223114,857.8947368421053
-3,-1298,1298,3,-1278.4328231292518,970.7051282051282
-9,-1298,1298,61,-1288.585123966942,985.0277777777778
-3,-1298,1298,90,-1284.0345963756179,1017.1594202898551
-3,-1298,1298,61,-1267.5115170770453,856.0
-3,-1298,1298,119,-1284.6632911392405,1045.358208955224
-3,-1298,1298,61,-1287.012997562957,1030.695652173913
-3,-1298,1298,90,-1263.3607198748043,872.7747747747748
-273,-1298,1298,61,-1281.5345394736842,870.3837209302326
-3,-1298,1298,3,-1283.5807560137457,1000.0657894736842
-4,-1298,1298,61,-1286.3706849613416,1107.5199468085107
-37,-1298,1298,26,-1284.459987707437,1095.0490998363339
-7,-1298,1298,26,-1283.4722468074347,1103.6116838487972
-2,-1298,1298,38,-1277.7705948937241,1047.9574468085107
-2,-1298,1298,3,-1288.5776586801178,1123.986153846154
-20,-1448,1298,29,-1284.9902673401502,1070.5685358255453
-2,-1298,1298,26,-1288.6826219168825,1104.3734375
-4,-1298,1298,26,-1285.8003034547153,1135.127591706539
-4,-1298,1298,61,-1287.4231868988822,1139.224967490247
-9,-1298,1298,26,-1286.9865537848605,1112.4115226337449
-9,-1298,1298,6,-1288.5649664147775,1142.5179407176288
-3,-1298,1298,29,-1287.9806259314455,1146.7303921568628
-1,-1298,1298,3,-1289.284254739471,1149.6430722891566
-3,-1298,1298,26,-1286.3631489472996,1116.816393442623
-4,-1298,1298,61,-1279.0483003319216,1029.192468619247
-3,-1298,1298,26,-1286.9645826215692,1142.0150602409637
-6,-1298,1298,26,-1289.1931829883638,1153.95245398773
-5,-1298,1298,26,-1289.6115490938876,1152.6983894582722
-27,-1298,1298,26,-1288.0115662650603,1153.163492063492
-11,-1298,1298,6,-1278.6272442951465,1029.5681818181818
-3,-1298,1298,26,-1287.8387508706755,1128.8473767885532
-6,-1298,1298,32,-1284.5471816283925,1072.5728715728715
-1,-1298,1298,26,-1276.9998852947924,1045.3580901856765
-9,-1448,1298,33,-1287.4847557520118,1139.7021897810218
-3,-1298,1298,61,-1286.7100768084374,1149.2260061919505
-3,-1298,1298,26,-1288.2591919623771,1154.8492307692309
-3,-1298,1298,61,-1276.9325422417128,1034.3477588871715
-2,-1298,1298,26,-1284.3259009280464,1093.6776034236805
-3,-1298,1298,26,-1285.3636962247585,1116.0189873417721
-3,-1298,1298,26,-1291.7331039567462,1151.263888888889
-3,-1298,1298,29,-1286.173630065085,1119.7520891364902
-6,-1298,1298,26,-1289.7259432582628,1171.8670438472418
-5,-1298,1298,26,-1283.6896732482965,1093.8533653846155
-2,-1298,1298,26,-1285.6476421973748,1101.1316872427983
-9,-1298,1298,61,-1289.0799611838913,1064.5858854860187
-3,-1448,1298,26,-1290.724820610357,1160.7156593406594
-32,-1298,1298,6,-1287.2229249011857,1147.732064421669
-9,-1298,1298,32,-1282.4208325034854,1051.0863013698631
-20,-1298,1298,61,-1276.958984375,1068.5698324022346
-3,-1298,1298,26,-1282.4838567977158,1075.903039073806
-3,-1298,1298,26,-1287.5254710397767,1126.0845272206304
-11,-1448,1298,15,-1286.1244304621393,1136.132530120482
-3,-1298,1298,12,-1288.4757543103449,1142.075
-3,-1298,1298,26,-1289.1775691983526,1141.8981723237598
-9,-1298,1298,26,-1287.1485178161493,1139.4204545454545
-3,-1298,1298,3,-1287.092025206432,1140.6666666666667
-1,-1298,1298,90,-1286.4078218132386,1134.274031563845
-12,-1298,1298,26,-1288.0127302835851,1120.8451086956522
-6,-1298,1298,26,-1287.4259826129546,1141.712837837838
-3,-1298,1298,61,-1284.9125801584307,1116.928475033738
-3,-1298,1298,29,-1286.940257572144,1111.9051446945339
-1,-1298,1298,61,-1290.321478944187,1151.0104947526238
-9,-1298,1298,61,-1277.0425531914893,1022.0796324655437
-6,-1298,1298,12,-1285.4548354935193,1109.015781922525
-9,-1298,1298,9,-1290.623512697567,1163.206043956044
-3,-1298,1298,29,-1286.517279310661,1131.448275862069
-11,-1298,1298,61,-1287.5214194953712,1146.8013986013987
-344,-1298,1298,90,-1284.1941328731666,892.183908045977
-101,-1298,1298,238,-1286.6636771300448,1053.3088235294117
-19,-1298,1298,90,-1270.4349315068494,877.5979381443299
-134,-1298,1298,90,-1266.7353433835847,864.9298245614035
-9,-1298,1298,26,-1282.76112907237,1080.2844974446336
-3,-1298,1298,26,-1287.1625987912598,1138.0548387096774
-3,-1448,1298,26,-1285.1360641993053,1132.1184210526317
-2,-1448,1298,26,-1284.2897783361752,1079.788770053476
-3,-1298,1298,26,-1288.1886349724546,1114.4155251141553
-3,-1298,1298,26,-1287.947989979721,1111.0535714285713
-5,-1298,1298,26,-1290.095925162518,1133.0261569416498
-4,-1298,1298,3,-1291.2159491142302,1147.3011583011582
-3,-1298,1298,6,-1290.3404987102322,1130.1123829344433
-2,-1298,1298,6,-1291.153857985132,1143.2886904761904
-3,-1298,1298,26,-1291.407340116279,1151.2650334075724
-8,-1298,1298,26,-1291.796447997903,1130.2578397212544
-10,-1298,1298,26,-1290.4717245054287,1151.1964285714287
-4,-1298,1298,26,-1290.3116143170198,1146.1006535947713
-18,-1298,1298,26,-1290.653589420655,1169.2960372960372
-9,-1298,1298,26,-1289.8080156544427,1123.2275
-1,-1298,1298,26,-1290.2827114002055,1147.4640287769785
-1,-1298,1298,3,-1288.5429487179488,1077.4114077669904
-1,-1298,1298,3,-1288.5935192486916,1121.0314070351758
-1,-1298,1298,23,-1291.1489592367736,1158.7516688918558
-3,-1298,1298,26,-1287.0939716312057,1079.9744245524296
-6,-1298,1298,3,-1290.9261232893302,1148.8757126567846
-9,-1298,1298,26,-1291.2605756816283,1146.1606145251396
-3,-1298,1298,26,-1289.706202881242,1126.9247311827958
-3,-1298,1298,26,-1287.4277663934427,1089.4755043227665
-6,-1298,1298,29,-1287.0887894808188,1104.6405959031658
-2,-1448,1298,26,-1290.8559949249313,1154.436018957346
-6,-1298,1298,26,-1289.535616812227,1129.6881918819188
-1,-1298,1298,26,-1291.4058480614417,1151.4870229007633
-13,-1298,1298,3,-1287.5523018442912,1134.3295880149813
-6,-1298,1298,26,-1289.4961672473867,1132.306238185255
-6,-1298,1298,3,-1290.1661558960693,1140.543795620438
-3,-1298,1298,32,-1285.89783074451,1121.8249097472924
-32,-1298,1298,61,-1287.1291531997415,1131.839483394834
-2,-1298,1298,26,-1288.8982581612643,1149.0081433224755
-3,-1298,1298,26,-1289.044438801422,1129.9183673469388
-9,-1298,1298,3,-1287.3044904137234,1118.4473197781886
-4,-1298,1298,26,-1289.5886617661868,1144.4173106646058
-1,-1298,1298,26,-1291.3689024390244,1154.7217391304348
-9,-1298,1298,90,-1276.8761826408886,1032.6060606060605
-54,-1298,1298,90,-1283.679114198871,1058.136612021858
-8,-1298,1298,90,-1276.4414893617022,1026.673076923077
-41,-1298,1298,61,-1281.981978206203,1030.1604278074867
-7,-1298,1298,61,-1271.8745505393529,967.4041666666667
-51,-1298,1298,3,-1277.8557732388495,1024.7910447761194
-9,-1298,1298,119,-1277.0827292110873,1032.5428571428572
-11,-1298,1298,26,-1282.1572033898306,1047.5977653631285
-53,-1298,1298,61,-1279.8714759535656,1045.3641025641025
-53,-1298,1298,26,-1281.4830076465591,1054.5508021390374
-20,-1298,1298,61,-1284.382255389718,1058.8131868131868
-35,-1298,1298,32,-1276.7103949160237,1025.2428571428572
-6,-1298,1298,24,-1277.7949356579493,991.0471204188482
-18,-1298,1298,32,-1284.1629567408652,993.2203389830509
-18,-1298,1298,61,-1276.0247172182656,964.2978723404256
-9,-1298,1298,32,-1266.657768924303,941.2656826568266
-9,-1298,1298,32,-1272.0536605657237,974.7029702970297
-23,-1298,1298,32,-1281.6128896377422,1074.7717391304348
-23,-1298,1298,26,-1287.61906630051,1093.5469613259668
-35,-1298,1298,29,-1285.102206736353,1057.1692307692308
-3,-1298,1298,119,-1282.58391771856,1054.875
-9,-1298,1298,29,-1285.1352918438345,1062.358208955224
-16,-1298,1298,90,-1279.1182192293304,1004.3939393939394
-3,-1298,1298,26,-1284.187984496124,1068.7720207253885
-36,-1448,1298,32,-1268.807242549981,991.3333333333334
-6,-1298,1298,26,-1286.9259259259259,1068.9016393442623
-16,-1298,1298,32,-1283.1358260206027,1028.9712918660287
-9,-1298,1298,61,-1267.7573394495412,947.8140703517588
-27,-1298,1298,95,-1276.0364820846905,1031.1779141104294
-18,-1298,1298,61,-1278.2256179775281,1055.463157894737
-9,-1298,1298,61,-1281.407904548844,1084.990476190476
-3,-1298,1298,3,-1278.3310631857737,959.655462184874
-67,-1298,1298,26,-1282.3963580007749,1065.4205128205128
-3,-1298,1298,61,-1276.1322629969418,926.2863636363636
-64,-1298,1298,32,-1290.3325705568268,1042.4809523809524
-3,-1298,1298,32,-1257.6310280373832,897.5766129032259
-32,-1298,1298,90,-1286.343045112782,1043.0670731707316
-12,-1298,1298,3,-1283.3746588693957,1053.6966292134832
-21,-1298,1298,61,-1274.9117125110913,1068.6632124352332
-3,-1298,1298,26,-1286.1272098385857,1081.28
-2,-1298,1298,61,-1284.1953004622496,1051.6381909547738
-90,-1448,1298,64,-1278.1220635651773,1019.0348258706467
-3,-1298,1298,61,-1288.2731463695736,1066.1361502347418
-6,-1298,1298,61,-1275.0360429447853,992.790243902439
-3,-1298,1298,26,-1286.6163424124513,1062.1295336787564
-3,-1298,1298,61,-1276.651216685979,915.6168224299065
-67,-1298,1298,61,-1280.4862068965517,1053.9658536585366
-12,-1448,1298,29,-1277.0391337386018,961.9718309859155
-3,-1298,1298,32,-1278.6713957055215,1009.0096618357488
-4,-1298,1298,61,-1265.4849179075984,910.9434782608696
-63,-1298,1298,26,-1282.6969224776003,1025.6203208556149
-1,-1298,1298,61,-1274.9300039323634,926.4047619047619
-6,-1298,1298,38,-1282.0561403508773,997.9896907216495
-18,-1298,1298,90,-1283.929810725552,1101.7905759162304
-61,-1298,1298,3,-1280.9267040149393,1025.4662921348315
-44,-1298,1298,61,-1285.6239215686273,1029.9398907103825
-9,-1298,1298,61,-1278.236165237724,1020.5458937198067
-3,-1298,1298,32,-1285.258981444927,1002.3202247191011
-6,-1298,1298,61,-1289.926287051482,1049.0456852791879
-32,-1298,1298,61,-1286.4201091192517,997.6507177033493
-9,-1298,1298,3,-1283.7744865718798,973.7875647668394
-2,-1298,1298,61,-1279.527209571594,1016.2616822429907
-6,-1298,1298,61,-1284.2198912198912,1020.9029126213592
-3,-1298,1298,32,-1275.0142857142857,980.4252873563219
-9,-1298,1298,61,-1277.7421934501142,1021.0654205607476
-4,-1298,1298,26,-1284.0866078588613,1061.4147727272727
-11,-1298,1298,61,-1285.0441589723002,1050.1092896174864
-9,-1298,1298,61,-1284.201923076923,1061.23
-2,-1298,1298,90,-1282.475216365067,1063.935
-3,-1298,1298,29,-1286.11820706069,1073.6830601092897
-9,-1298,1298,32,-1282.2610250297973,961.3369565217391
-1,-1298,1298,61,-1281.147901137701,997.1666666666666
-61,-1298,1298,61,-1286.1288923925897,1045.60989010989
-2,-1298,1298,61,-1291.2783911671925,997.5777777777778
-6,-1298,1298,32,-1277.947001934236,1071.7005347593583
-9,-1298,1298,32,-1287.049147839873,1046.2245989304813
-6,-1298,1298,61,-1279.1508976225134,944.0192307692307
-3,-1298,1298,26,-1267.8425961912164,959.2331606217616
-7,-1298,1298,3,-1283.618058330004,1048.1837837837838
-150,-1298,1298,61,-1285.5420928402832,1059.7209302325582
-20,-1298,1298,29,-1283.9953088350273,1045.1989528795812
-6,-1298,1298,3,-1286.1515720319098,1028.2701149425288
-9,-1298,1298,3,-1283.5255030416472,1050.0914285714287
-6,-1298,1298,35,-1288.4102362204724,1036.0567010309278
-6,-1298,1298,26,-1277.4261904761904,991.8729281767955
-35,-1298,1298,61,-1283.8702651515152,1018.7267441860465
-15,-1298,1298,26,-1283.3011707710941,944.0196078431372
-5,-1298,1298,32,-1282.847757671125,1035.9310344827586
-24,-1298,1298,61,-1287.25685592893,1022.4497607655502
-48,-1448,1298,61,-1287.013594562175,1051.5052631578947
-6,-1298,1298,3,-1279.6733668341708,912.5201793721973
-18,-1298,1298,61,-1277.499034376207,1071.298076923077
-35,-1298,1298,26,-1286.2483087942699,1070.2122905027934
-20,-1298,1298,61,-1282.8199381761979,1044.3563829787233
-31,-1298,1298,61,-1288.8366549433372,1011.5634517766498
-31,-1298,1298,61,-1286.733930658356,1033.095
-35,-1298,1298,61,-1280.7395548613822,981.9852216748768
-7,-1298,1298,26,-1284.3295910184443,1066.2640449438202
-3,-1298,1298,32,-1269.6823708206687,1009.0136363636364
-32,-1298,1298,61,-1282.7706781654254,1036.042328042328
-3,-1298,1298,61,-1276.7805104408353,1039.0502512562814
-3,-1298,1298,90,-1274.8286343612335,963.9253731343283
-38,-1298,1298,61,-1276.5054896794027,1023.2018779342723
-3,-1298,1298,90,-1277.6700485222761,1025.5911602209944
-1,-1298,1298,61,-1284.9110320284697,1045.9301075268818
-6,-1298,1298,61,-1280.5888985255854,1020.3413461538462
-151,-1298,1298,61,-1283.0070113935144,1011.3631284916202
-3,-1298,1298,61,-1278.2179198559209,1021.3275862068965
-9,-1298,1298,9,-1262.894144144144,946.6912442396314
-15,-1298,1298,61,-1277.9235320892126,1043.740932642487
-6,-1298,1298,6,-1285.0328305235137,1021.7588235294118
-6,-1298,1298,26,-1277.1836262719703,1042.5075376884422
-18,-1460,1298,31,-1281.2913315460232,986.6770833333334
-32,-1298,1298,32,-1274.0964837049742,1000.1963470319635
-3,-1298,1298,26,-1276.0571557155715,1043.9942857142858
-46,-1298,1298,58,-1283.4107699154429,1040.010752688172
-3,-1298,1298,61,-1269.8122852233678,993.6637168141593
-6,-1298,1298,119,-1284.998658918194,1053.5680473372781
-35,-1298,1298,29,-1282.9873257287707,1034.1631578947367
-3,-1298,1298,32,-1241.1361374943465,862.6056338028169
-61,-1298,1298,32,-1281.8855160450998,967.8173913043478
-3,-1298,1298,35,-1282.9698795180723,1002.8546511627907
-33,-1298,1298,29,-1284.7602620087337,1063.1117647058823
-62,-1298,1298,90,-1279.2947729220223,1038.8275862068965
-3,-1298,1298,26,-1282.3736263736264,1042.8626373626373
-3,-1298,1298,29,-1279.707671957672,1029.2578947368422
-2,-1298,1298,3,-1279.1733149931224,1013.948275862069
-3,-1298,1298,61,-1282.7457404980341,1004.7967032967033
-2,-1298,1298,3,-1278.142361111111,983.4278350515464
-3,-1298,1298,32,-1278.8641130870953,1004.9574468085107
-32,-1298,1298,90,-1279.6346069389547,1039.1899441340781
-3,-1298,1298,32,-1273.9338947368421,1036.0841121495328
-3,-1298,1298,61,-1281.2527185732927,1006.9387755102041
-3,-1298,1298,35,-1270.4943310657595,970.7391304347826
-96,-1298,1298,61,-1281.8417421302286,1006.4718614718614
-3,-1298,1298,61,-1282.353744493392,989.1428571428571
-38,-1298,1298,90,-1285.2922334357174,1021.4673913043479
-9,-1298,1298,93,-1279.029056772463,1065.6842105263158
-32,-1298,1298,61,-1283.9764760147602,1012.8857142857142
-57,-1298,1298,26,-1286.407753386268,1067.625
-3,-1298,1298,119,-1281.3200354609928,1059.1555555555556
-30,-1298,1298,32,-1279.3571732652192,1045.1133004926107
-3,-1298,1298,32,-1282.946335078534,994.1980198019802
-3,-1298,1298,3,-1274.3602708803612,1019.4845360824743
-3,-1298,1298,58,-1285.7883597883597,1033.1491712707182
-3,-1298,1298,87,-1279.214749536178,1029.9662921348315
-3,-1298,1298,41,-1276.89857732905,1036.2054054054054
-3,-1298,1298,18,-1279.536299765808,1067.7142857142858
-3,-1298,1298,35,-1268.457890070922,969.6117021276596
-16,-1298,1298,90,-1283.8611898016998,1050.5
-1,-1298,1298,35,-1279.6222126929674,1015.3492063492064
-38,-1298,1298,61,-1283.722344645218,1080.4244186046512
-3,-1298,1298,35,-1274.2813357731015,984.479797979798
-123,-1298,1298,58,-1282.5002366303834,1013.4237288135594
-3,-1298,1298,61,-1285.3907079646017,1017.9783783783784
-90,-1298,1298,61,-1284.0944639718805,1063.3977272727273
-25,-1298,1298,32,-1283.549019607843,1036.1311475409836
-3,-1298,1298,90,-1287.1719717064545,1010.5056179775281
-6,-1298,1298,61,-1285.4006381039198,969.6473684210526
-3,-1298,1298,61,-1276.1422554983621,1025.4888888888888
-3,-1298,1298,90,-1287.2366946778711,1022.9281767955802
-7,-1298,1298,29,-1282.0984990619138,1042.1183431952663
-102,-1298,1298,61,-1285.5843817787418,1012.875
-9,-1298,1298,3,-1285.4226216571678,1067.0625
-3,-1298,1298,90,-1286.5669186305024,1035.9204545454545
-3,-1298,1298,26,-1284.8609388839682,1052.60989010989
-3,-1298,1298,26,-1281.8284818629645,1048.2613636363637
-9,-1298,1298,61,-1282.354597448306,1052.0765027322404
-3,-1298,1298,29,-1282.4553415061296,1038.9005524861877
-3,-1298,1298,6,-1277.4106717484517,976.6284153005464
-3,-1298,1298,90,-1271.2695775984812,983.2299465240642
-3,-1298,1298,3,-1280.0790088826554,1001.5054347826087
-35,-1298,1298,61,-1284.9254571026722,1064.0058479532163
-3,-1298,1298,26,-1279.2261619549593,1008.9655172413793
-6,-1298,1298,61,-1280.4298780487804,1037.8232044198894
-15,-1298,1298,58,-1282.7696886446886,1058.8529411764705
-17,-1298,1298,26,-1283.6313131313132,1078.0
-3,-1298,1298,35,-1284.1357789423535,1039.5853658536585
-23,-1298,1298,61,-1282.2977450529222,1030.1208791208792
-6,-1298,1298,35,-1285.4011866727521,1027.5892857142858
-3,-1298,1298,3,-1280.17263253285,1023.4662921348314
-12,-1298,1298,61,-1284.21409455843,1026.826815642458
-9,-1298,1298,58,-1279.6319290465633,1021.6312849162011
-3,-1298,1298,32,-1279.1448598130842,950.1851851851852
-3,-1298,1298,35,-1283.1297440423655,999.2185792349727
-3,-1298,1298,61,-1276.052994398966,991.6176470588235
-59,-1298,1298,26,-1285.6490299823633,1045.6011560693642
-183,-1448,1298,119,-1285.8451641526176,1009.5207100591716
-3,-1298,1298,61,-1284.4718114602588,1049.482142857143
-23,-1298,1298,90,-1286.795100222717,1035.340909090909
-3,-1298,1298,61,-1277.1953772350632,1005.8756756756757
-3,-1298,1298,61,-1285.5283687943263,1041.7261904761904
-3,-1298,1298,61,-1278.4235949837437,981.6230366492147
-21,-1298,1298,61,-1285.7431151241535,1011.8
-3,-1298,1298,119,-1281.7937015061616,1008.2528089887641
-3,-1298,1298,61,-1284.6538461538462,1075.7682926829268
-44,-1298,1298,32,-1280.9776217639314,1020.7166666666667
-3,-1298,1298,61,-1283.721355327686,1028.3542857142857
-3,-1298,1298,61,-1284.3999120105586,1038.5568181818182
-3,-1298,1298,61,-1282.8919276576974,1017.2651933701658
-15,-1298,1298,90,-1273.8762214983713,961.6210526315789
-3,-1298,1298,61,-1281.9957264957266,930.3678160919541
-19,-1298,1298,61,-1284.849007765315,954.3142857142857
-273,-1298,1298,3,-1278.0741042345278,926.3627450980392
-6,-1298,1298,90,-1275.4013266998343,956.8777777777777
-302,-1298,1298,90,-1283.03559602649,949.4947368421052
-112,-1298,1298,61,-1287.6018755328219,976.8888888888889
-253,-1298,1298,61,-1281.46173254836,939.2758620689655
-103,-1298,1298,26,-1281.5239361702127,993.9102564102565
-15,-1298,1298,61,-1285.1366666666668,1004.32
-119,-1298,1298,32,-1277.813838550247,961.9157894736842
-8,-1298,1298,90,-1280.2271214642262,913.3571428571429
-13,-1298,1298,61,-1274.571549534293,962.9893617021277
-15,-1298,1298,3,-1268.609958506224,940.7019230769231
-21,-1298,1298,61,-1262.910643889619,825.0921052631579
-6,-1298,1298,61,-1283.9721518987342,1014.0972222222222
-9,-1298,1298,119,-1268.9232111692845,892.7173913043479
-112,-1298,1298,90,-1281.9211218229623,977.1911764705883
-21,-1298,1298,61,-1283.5760683760684,960.65
-3,-1298,1298,3,-1283.6610455311973,1025.567901234568
-50,-1298,1298,119,-1277.7545008183306,987.4216867469879
-64,-1298,1298,90,-1276.573322286661,985.3516483516484
-8,-1298,1298,61,-1282.4343517753923,968.2790697674419
-291,-1298,1298,119,-1284.424092409241,951.8068181818181
-3,-1298,1298,90,-1277.1788351107466,888.3454545454546
-3,-1298,1298,61,-1278.4750415973378,946.9
-2,-1298,1298,90,-1281.5264900662253,878.3365384615385
-29,-1298,1298,32,-1286.2121724429417,1013.9736842105264
-32,-1298,1298,90,-1278.8982213438735,869.8241758241758
-302,-1298,1298,61,-1290.989847715736,1014.6056338028169
-117,-1298,1298,29,-1286.1497056349874,990.4050632911392
-3,-1298,1298,32,-1276.1568785197103,919.9897959183673
-25,-1298,1298,61,-1282.649034424853,951.0
-3,-1298,1298,90,-1277.6555740432611,980.8045977011494
-3,-1298,1298,90,-1282.4343598055104,1018.5777777777778
-3,-1298,1298,90,-1282.8893510815308,1012.8607594936709
-7,-1298,1298,32,-1282.4406639004148,977.9864864864865
-273,-1298,1298,61,-1289.2516891891892,999.0140845070423
-24,-1298,1298,61,-1280.9618257261411,952.609756097561
-3,-1298,1298,119,-1280.7595041322313,990.6666666666666
-3,-1298,1298,32,-1289.8540807914262,982.9759036144578
-73,-1298,1298,119,-1276.961937716263,860.6276595744681
-44,-1448,1298,90,-1279.1463815789473,913.7052631578947
-3,-1298,1298,61,-1285.4642563681184,917.4772727272727
-32,-1298,1298,90,-1281.7209876543209,948.9891304347826
-10,-1298,1298,3,-1283.972245584525,964.2236842105264
-9,-1298,1298,119,-1275.3812654067378,897.5263157894736
-29,-1298,1298,3,-1279.7264682220434,1010.0842105263158
-151,-1298,1298,90,-1278.3223684210527,950.6210526315789
-10,-1298,1298,119,-1267.7667210440457,876.3131313131313
-3,-1298,1298,90,-1275.6406504065042,924.0337078651686
-24,-1298,1298,61,-1267.1237230419977,881.2916666666666
-260,-1298,1298,61,-1290.1396160558463,960.7375
-118,-1298,1298,90,-1275.3797585886723,962.3589743589744
-36,-1448,1298,35,-1287.0065359477123,965.1139240506329
-520,-1298,1298,32,-1279.4037674037675,873.4864864864865
-90,-1298,1298,26,-1278.679932260796,953.8586956521739
-18,-1298,1298,90,-1281.7417442845046,977.829268292683
-64,-1298,1298,61,-1277.9820205479452,939.4731182795699
-517,-1298,1298,119,-1290.1135407905804,916.7710843373494
-183,-1298,1298,90,-1284.8172413793104,948.1428571428571
-33,-1298,1298,61,-1286.391529818496,963.3013698630137
-2,-1298,1298,90,-1285.5486052409128,1022.1866666666666
-91,-1298,1298,90,-1272.0445004198152,899.0595238095239
-67,-1298,1298,61,-1283.6167247386759,978.7183098591549
-7,-1298,1298,32,-1285.2224168126095,966.3157894736842
-59,-1298,1298,61,-1283.3741666666667,1011.6805555555555
-164,-1298,1298,119,-1277.3677685950413,929.4512195121952
-305,-1298,1298,32,-1282.570428696413,907.8488372093024
-183,-1298,1298,90,-1292.1610455311973,931.9625
-273,-1298,1298,32,-1285.7441860465117,962.3421052631579
-90,-1298,1298,61,-1286.1844405594406,1009.8354430379746
-273,-1298,1298,26,-1284.7317073170732,1038.144927536232
-257,-1298,1298,119,-1290.4279398762158,999.3188405797101
-23,-1298,1298,61,-1287.2625,978.3253012048193
-6,-1298,1298,119,-1280.1523235800344,950.2207792207793
-24,-1298,1298,90,-1283.972461273666,1010.3380281690141
-273,-1298,1298,32,-1287.2689361702128,995.7837837837837
-46,-1298,1298,95,-1279.7910839160838,1008.4285714285714
-273,-1298,1298,3,-1288.831081081081,1006.3478260869565
-80,-1298,1298,90,-1283.8178694158075,975.7625
-6,-1298,1298,26,-1286.3298429319373,1012.231884057971
-15,-1298,1298,119,-1285.301886792453,959.620253164557
-3,-1298,1298,90,-1289.4535087719298,989.1917808219179
-151,-1298,1298,3,-1274.668918918919,825.5744680851063
-273,-1298,1298,61,-1288.8317914213626,970.2467532467532
-3,-1298,1298,61,-1281.016157989228,1003.2361111111111
-172,-1298,1298,90,-1287.0740117746004,968.7402597402597
-273,-1298,1298,61,-1289.5348237317282,1020.8285714285714
-124,-1298,1298,61,-1284.039629005059,1011.56
-11,-1298,1298,26,-1287.1252236135956,1012.9402985074627
-273,-1298,1298,61,-1290.4478798586572,990.0266666666666
-6,-1298,1298,61,-1285.1933054393305,1033.380281690141
-517,-1298,1298,90,-1288.3380992430614,907.109756097561
-136,-1298,1298,32,-1287.6006825938566,1004.32
-757,-1298,1298,32,-1283.9887005649719,863.8507462686567
-35,-1298,1298,90,-1285.6191304347826,934.987012987013
-362,-1298,1298,90,-1288.6638584667228,942.6794871794872
-255,-1298,1298,61,-1287.582910321489,1023.4788732394367
-536,-1298,1298,119,-1271.852435530086,857.0701754385965
-11,-1298,1298,61,-1282.9376035339592,1056.422641509434
-3,-1298,1298,32,-1272.0545693622616,1025.63687150838
-3,-1448,1298,58,-1272.3319615912208,1017.5844155844156
-3,-1298,1298,90,-1274.9895324494069,985.4465408805031
-9,-1298,1298,3,-1267.575,936.2130177514792
-35,-1298,1298,61,-1271.426755852843,997.4506172839506
-27,-1298,1298,61,-1283.599008537593,1043.5177304964539
-3,-1298,1298,3,-1278.7684996605567,1026.9712230215828
-64,-1448,1298,61,-1272.8019386953104,970.5793450881612
-2,-1298,1298,26,-1284.6847411444141,1056.5587301587302
-3,-1298,1298,180,-1264.9653784219001,1062.2925170068027
-2,-1298,1298,41,-1261.296442687747,941.6417910447761
-24,-1298,1298,90,-1285.2483020918228,1130.0973782771537
-3,-1298,1298,61,-1268.5293296089385,993.4409937888199
-3,-1298,1298,90,-1268.0896921017402,983.5375
-35,-1298,1298,61,-1286.080217539089,1052.2962962962963
-3,-1298,1298,32,-1273.8192852326365,1014.140127388535
-3,-1298,1298,32,-1273.3074369189908,1029.224358974359
-6,-1298,1298,61,-1285.2010641276954,1133.0681818181818
-3,-1298,1298,68,-1279.327763496144,1039.1540983606558
-3,-1298,1298,26,-1277.2599864590386,996.5931034482759
-3,-1298,1298,90,-1270.8577951728637,985.0360824742268
-32,-1298,1298,32,-1271.0707269155207,1007.182320441989
-90,-1298,1298,32,-1275.6260273972603,1037.842105263158
-61,-1298,1298,61,-1280.2761341222879,1002.6011235955057
